date; time,air temperature,water temperature,level tank,level 1,level 2,humidity,pH voltage,pH,tds
02/11/2022; 19:11:14,21.0,20.81,257.0,259.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:20,21.0,20.81,257.0,260.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:26,21.0,20.81,257.0,260.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:32,21.0,20.81,258.0,260.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:38,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:44,21.0,20.81,258.0,260.0,141.0,16.0,1.97,7.24,460.54
02/11/2022; 19:11:51,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:11:57,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:12:03,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:12:09,21.0,20.81,259.0,262.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:15,21.0,20.81,258.0,261.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:21,21.0,20.81,258.0,259.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:28,21.0,20.81,258.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:34,21.0,20.81,257.0,259.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:40,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:12:46,21.0,20.81,259.0,261.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:12:52,21.0,20.81,258.0,260.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:12:58,21.0,20.81,258.0,260.0,134.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:05,21.0,20.81,257.0,259.0,136.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:11,21.0,20.81,257.0,259.0,135.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:17,21.0,20.81,257.0,260.0,136.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:23,21.0,20.81,258.0,260.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:29,21.0,20.81,257.0,260.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:35,21.0,20.81,258.0,260.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:42,21.0,20.81,257.0,259.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:48,21.0,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:13:54,21.0,20.81,257.0,260.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:00,21.0,20.81,258.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:06,21.0,20.81,258.0,260.0,139.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:12,21.0,20.81,257.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:18,21.0,20.81,258.0,261.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:25,21.0,20.81,258.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:31,21.1,20.81,257.0,260.0,139.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:37,21.0,20.81,258.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:43,21.0,20.81,259.0,261.0,139.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:49,21.0,20.81,257.0,260.0,144.0,16.0,1.97,7.24,460.54
02/11/2022; 19:14:55,21.0,20.81,258.0,260.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:01,21.0,20.81,258.0,260.0,144.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:08,21.0,20.81,258.0,261.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:14,21.0,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:20,21.0,20.81,258.0,260.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:26,21.0,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:32,21.0,20.81,258.0,260.0,143.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:39,21.0,20.81,258.0,260.0,141.0,16.0,1.97,7.24,460.54
02/11/2022; 19:15:45,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:15:51,21.0,20.81,259.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:15:57,21.0,20.81,257.0,259.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:03,21.0,20.81,258.0,261.0,139.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:09,21.0,20.81,257.0,259.0,141.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:16,21.0,20.81,258.0,260.0,144.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:22,21.0,20.81,257.0,259.0,141.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:28,21.0,20.81,258.0,260.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:34,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:16:40,21.0,20.81,257.0,259.0,136.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:46,21.0,20.81,258.0,260.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:52,21.0,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:16:59,21.0,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:17:05,21.1,20.81,257.0,259.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:17:11,21.1,20.81,257.0,260.0,141.0,16.0,1.97,7.24,460.54
02/11/2022; 19:17:17,21.1,20.81,258.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:23,21.1,20.81,258.0,259.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:29,21.1,20.81,258.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:36,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:42,21.1,20.81,258.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:48,21.1,20.81,257.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:17:54,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:00,21.1,20.81,257.0,259.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:06,21.1,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:13,21.1,20.81,257.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:19,21.1,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:18:25,21.1,20.81,257.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:31,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:37,21.1,20.81,258.0,260.0,145.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:43,21.0,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:18:49,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:18:56,21.1,20.81,258.0,260.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:02,21.0,20.81,258.0,260.0,128.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:08,21.0,20.81,257.0,260.0,126.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:14,21.0,20.81,257.0,259.0,123.0,16.0,1.98,7.25,460.54
02/11/2022; 19:19:20,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:19:26,21.1,20.81,257.0,260.0,125.0,16.0,1.98,7.25,460.54
02/11/2022; 19:19:33,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:39,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:45,21.0,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:19:51,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.24,460.54
02/11/2022; 19:19:57,21.1,20.81,258.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:03,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:10,21.1,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:16,21.0,20.81,258.0,261.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:22,21.1,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:28,21.1,20.81,256.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:34,21.1,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:40,21.1,20.81,257.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:47,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:53,21.1,20.81,258.0,259.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:20:59,21.1,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:05,21.1,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:11,21.1,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:18,21.1,20.81,258.0,260.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:24,21.1,20.81,257.0,260.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:30,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:36,21.1,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:42,21.1,20.81,258.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:49,21.1,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:21:54,21.1,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:00,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:07,21.1,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:13,21.1,20.81,258.0,259.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:19,21.1,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:25,21.1,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:31,21.1,20.81,257.0,259.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:37,21.1,20.81,258.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:44,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:50,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:22:56,21.1,20.81,259.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:02,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:08,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:15,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:21,21.0,20.81,258.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:27,21.1,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:33,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:39,21.0,20.81,257.0,259.0,126.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:45,21.0,20.81,258.0,260.0,98.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:52,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:23:58,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:04,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:10,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:16,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:22,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:28,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:34,21.1,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:41,21.0,20.81,258.0,261.0,145.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:47,21.1,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:53,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:24:59,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:05,21.1,20.81,258.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:11,21.1,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:18,21.0,20.81,258.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:24,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:30,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:36,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:42,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:48,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:25:55,21.0,20.81,257.0,256.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:01,21.0,20.81,257.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:07,21.1,20.81,257.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:13,21.0,20.81,257.0,259.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:19,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:26,21.1,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:32,21.0,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:38,21.0,20.81,258.0,260.0,126.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:44,21.0,20.81,257.0,260.0,129.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:50,21.0,20.81,257.0,259.0,129.0,16.0,1.98,7.25,460.54
02/11/2022; 19:26:56,21.0,20.81,257.0,258.0,129.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:02,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:08,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:15,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:21,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:27,21.0,20.81,258.0,260.0,134.0,15.0,1.98,7.25,460.54
02/11/2022; 19:27:33,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:39,21.0,20.81,258.0,259.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:45,21.0,20.81,257.0,259.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:52,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:27:58,21.0,20.81,258.0,260.0,140.0,15.0,1.98,7.25,460.54
02/11/2022; 19:28:04,21.0,20.81,257.0,259.0,142.0,15.0,1.98,7.25,460.54
02/11/2022; 19:28:10,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:16,21.0,20.81,257.0,259.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:23,21.0,20.81,258.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:29,21.0,20.81,257.0,259.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:35,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:41,21.0,20.81,258.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:47,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:53,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:28:59,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:06,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:12,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:18,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:24,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:30,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:36,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:43,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:49,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:29:55,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:01,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:07,21.0,20.81,257.0,259.0,90.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:13,21.0,20.81,257.0,259.0,119.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:20,21.0,20.81,256.0,259.0,131.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:26,21.0,20.81,257.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:32,21.0,20.81,256.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:38,21.0,20.81,257.0,260.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:44,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:50,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:30:56,21.0,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:03,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:09,21.0,20.81,256.0,258.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:15,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:21,21.0,20.81,257.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:27,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:34,21.0,20.81,256.0,259.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:40,21.0,20.81,257.0,259.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:46,21.0,20.81,257.0,260.0,131.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:52,21.0,20.81,258.0,261.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 19:31:58,21.0,20.81,257.0,260.0,130.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:04,21.0,20.81,256.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:10,21.0,20.81,256.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:17,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:23,21.0,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:29,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:35,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:41,21.0,20.81,258.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:47,21.0,20.81,258.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:32:54,21.0,20.81,256.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:00,21.0,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:06,21.0,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:12,21.0,20.81,256.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:18,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,458.32
02/11/2022; 19:33:24,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:30,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:37,21.0,20.81,256.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:43,21.0,20.81,257.0,260.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:49,21.0,20.81,257.0,259.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:33:55,21.0,20.81,258.0,260.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:01,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:08,21.0,20.81,257.0,260.0,137.0,16.0,1.98,7.25,458.32
02/11/2022; 19:34:14,21.0,20.81,258.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:20,21.0,20.81,256.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:26,21.0,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:32,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:38,21.0,20.81,258.0,260.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:44,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:51,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:34:57,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:03,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:09,21.0,20.81,258.0,260.0,138.0,15.0,1.98,7.25,460.54
02/11/2022; 19:35:15,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:21,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:28,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:34,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:40,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:46,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:52,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:35:59,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:04,21.0,20.81,257.0,259.0,130.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:11,21.0,20.81,258.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:17,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:23,21.0,20.81,257.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:29,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:35,21.0,20.81,258.0,260.0,143.0,15.0,1.98,7.25,460.54
02/11/2022; 19:36:42,21.0,20.81,257.0,260.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:48,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:36:54,21.0,20.81,257.0,259.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:00,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:06,21.0,20.81,256.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:12,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:18,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:25,21.0,20.81,258.0,260.0,139.0,15.0,1.98,7.25,460.54
02/11/2022; 19:37:31,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:37,21.0,20.81,256.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:43,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:49,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:37:55,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:02,21.0,20.81,258.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:08,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:14,21.0,20.87,256.0,259.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:38:20,21.0,20.87,257.0,260.0,145.0,16.0,1.98,7.25,459.84
02/11/2022; 19:38:26,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:32,21.0,20.81,257.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:39,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:45,21.0,20.81,257.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:51,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:38:57,21.0,20.81,258.0,260.0,143.0,15.0,1.98,7.25,460.54
02/11/2022; 19:39:03,21.0,20.81,257.0,260.0,123.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:09,21.0,20.81,258.0,260.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:15,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:22,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:28,21.0,20.81,257.0,259.0,141.0,15.0,1.98,7.25,460.54
02/11/2022; 19:39:34,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:40,21.0,20.81,258.0,259.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:39:46,21.0,20.81,256.0,259.0,140.0,16.0,1.98,7.25,460.54
